generation,schedule,dose,vegfconc,vascular,time,converged_at
1,270,0.12,8.0,1.0,11.0,
2,270,0.12,8.0,1.0,11.0,
3,270,0.12,8.0,1.0,11.0,
4,270,0.12,8.0,1.0,11.0,
5,270,0.12,8.0,1.0,11.0,
