generation,schedule,dose,vegfconc,vascular,time,converged_at
1,170,0.07,8.0,1.0,12.0,
2,170,0.07,8.0,1.0,12.0,
2,200,0.09,8.0,1.0,12.0,
3,200,0.09,8.0,1.0,11.75,
4,200,0.09,8.0,1.0,11.75,
5,330,0.2,8.0,1.0,9.75,
6,330,0.2,8.0,1.0,9.75,
7,330,0.2,8.0,1.0,9.75,
8,330,0.2,8.0,1.0,9.75,
9,330,0.2,8.0,1.0,9.75,
10,330,0.2,8.0,1.0,9.75,
