schedule,dose,vegfconc,vascular,time
360,0.2,8.0,1.0,10.0
360,0.2,8.0,1.0,10.0
310,0.2,8.0,1.0,10.25
310,0.16,8.0,1.0,10.5
310,0.2,8.0,0.980208,10.25
420,0.2,8.0,1.0,10.75
310,0.2,8.0,0.976042,10.25
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.2,8.0,0.979206,10.5
310,0.16,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
310,0.16,8.0,1.0,11.0
310,0.16,8.0,1.0,11.0
310,0.16,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
310,0.16,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
420,0.2,8.0,1.0,11.0
310,0.2,8.0,0.950273,10.25
310,0.16,8.0,1.0,11.25
470,0.2,8.0,1.0,11.25
310,0.16,8.0,1.0,11.25
310,0.16,8.0,1.0,11.25
360,0.2,8.0,0.974008,11.0
360,0.2,8.0,0.974008,11.0
360,0.2,8.0,0.974008,11.0
360,0.2,8.0,0.974008,11.0
360,0.2,8.0,0.974008,11.0
310,0.2,8.0,0.934375,10.25
310,0.2,8.0,0.934375,10.25
470,0.2,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
500,0.2,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
470,0.2,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
470,0.2,8.0,1.0,11.5
500,0.2,8.0,1.0,11.5
420,0.16,8.0,1.0,11.5
420,0.18,8.0,1.0,11.5
420,0.2,8.0,1.0,11.5
470,0.2,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
470,0.2,8.0,1.0,11.5
420,0.16,8.0,1.0,11.5
470,0.2,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
470,0.2,8.0,1.0,11.5
500,0.2,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
310,0.12,8.0,1.0,11.5
360,0.2,8.0,0.986458,11.25
360,0.2,8.0,0.967771,11.0
500,0.2,8.0,1.0,11.75
310,0.18,8.0,0.900204,11.0
310,0.16,8.0,0.967708,11.25
310,0.16,8.0,0.996877,11.5
310,0.16,8.0,0.967708,11.25
520,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
520,0.2,8.0,1.0,11.75
520,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
520,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
520,0.2,8.0,1.0,11.75
520,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
520,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
420,0.2,8.0,1.0,11.75
