schedule,dose,vegfconc,vascular,time
410,0.18,8.0,1.0,11.0
410,0.19,8.0,1.0,11.0
410,0.18,8.0,1.0,11.0
410,0.18,8.0,1.0,11.0
310,0.14,8.0,1.0,11.0
280,0.11,8.0,1.0,11.25
410,0.18,8.0,1.0,11.25
410,0.18,8.0,1.0,11.25
410,0.18,8.0,1.0,11.25
410,0.18,8.0,1.0,11.25
460,0.2,8.0,1.0,11.25
410,0.18,8.0,1.0,11.25
280,0.11,8.0,1.0,11.25
410,0.18,8.0,1.0,11.25
310,0.14,8.0,1.0,11.5
410,0.2,8.0,1.0,11.5
490,0.2,8.0,1.0,11.5
310,0.14,8.0,1.0,11.5
490,0.2,8.0,1.0,11.5
490,0.2,8.0,1.0,11.5
410,0.2,8.0,1.0,11.5
410,0.2,8.0,0.994792,11.5
410,0.2,8.0,0.994792,11.5
410,0.2,8.0,0.994792,11.5
460,0.18,8.0,1.0,11.75
460,0.18,8.0,1.0,11.75
460,0.18,8.0,1.0,11.75
460,0.18,8.0,1.0,11.75
410,0.2,8.0,1.0,11.75
410,0.19,8.0,1.0,11.75
410,0.2,8.0,1.0,11.75
460,0.18,8.0,1.0,11.75
460,0.18,8.0,1.0,11.75
410,0.18,8.0,1.0,12.0
460,0.2,8.0,1.0,12.0
410,0.14,8.0,1.0,12.0
540,0.2,8.0,1.0,12.0
540,0.2,8.0,1.0,12.0
410,0.19,8.0,1.0,12.0
410,0.18,8.0,1.0,12.0
460,0.2,8.0,1.0,12.0
410,0.2,8.0,0.952266,11.75
410,0.2,8.0,0.952266,11.75
410,0.18,8.0,1.0,12.25
280,0.12,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
280,0.12,8.0,1.0,12.25
410,0.14,8.0,1.0,12.25
280,0.11,8.0,1.0,12.25
280,0.11,8.0,1.0,12.25
540,0.2,8.0,1.0,12.25
280,0.11,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
280,0.11,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
280,0.11,8.0,1.0,12.25
410,0.19,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
540,0.2,8.0,1.0,12.25
410,0.18,8.0,1.0,12.25
460,0.2,8.0,1.0,12.25
410,0.19,8.0,0.997917,12.0
410,0.19,8.0,0.997917,12.0
410,0.19,8.0,0.997917,12.0
410,0.19,8.0,0.997917,12.0
410,0.2,8.0,0.935332,11.75
280,0.11,8.0,1.0,12.5
410,0.18,8.0,0.98125,12.0
410,0.18,8.0,0.982292,12.25
540,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
410,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
460,0.2,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
480,0.2,8.0,1.0,12.5
460,0.2,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
280,0.11,8.0,1.0,12.5
410,0.18,8.0,1.0,12.5
410,0.18,8.0,1.0,12.5
