schedule,dose,vegfconc,vascular,time
350,0.2,8.0,1.0,10.25
350,0.2,8.0,1.0,10.25
350,0.2,8.0,1.0,10.75
350,0.2,8.0,0.928359,10.75
350,0.2,8.0,0.928359,10.75
350,0.2,8.0,0.928359,10.75
350,0.2,8.0,0.928359,10.75
450,0.2,8.0,1.0,11.0
450,0.2,8.0,1.0,11.25
450,0.2,8.0,1.0,11.25
450,0.2,8.0,1.0,11.25
450,0.2,8.0,1.0,11.25
450,0.2,8.0,1.0,11.25
450,0.2,8.0,1.0,11.25
450,0.2,8.0,1.0,11.25
350,0.2,8.0,0.965692,11.0
450,0.18,8.0,1.0,11.5
450,0.18,8.0,1.0,11.5
450,0.19,8.0,1.0,11.5
490,0.2,8.0,1.0,11.5
450,0.19,8.0,1.0,11.5
350,0.18,8.0,1.0,11.5
450,0.19,8.0,1.0,11.5
450,0.19,8.0,1.0,11.5
450,0.19,8.0,1.0,11.5
450,0.18,8.0,1.0,11.5
450,0.18,8.0,1.0,11.5
450,0.18,8.0,1.0,11.5
450,0.2,8.0,1.0,11.5
490,0.2,8.0,1.0,11.5
450,0.18,8.0,1.0,11.5
490,0.2,8.0,1.0,11.5
450,0.18,8.0,1.0,11.5
450,0.19,8.0,1.0,11.5
450,0.18,8.0,1.0,11.75
350,0.16,8.0,1.0,11.75
350,0.16,8.0,1.0,11.75
450,0.18,8.0,1.0,11.75
450,0.18,8.0,1.0,11.75
400,0.2,8.0,1.0,11.75
450,0.18,8.0,1.0,11.75
450,0.18,8.0,1.0,11.75
350,0.16,8.0,1.0,11.75
450,0.18,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
450,0.18,8.0,1.0,11.75
450,0.18,8.0,1.0,11.75
350,0.18,8.0,0.997917,11.5
450,0.17,8.0,1.0,12.0
250,0.08,8.0,1.0,12.0
450,0.2,8.0,1.0,12.0
450,0.17,8.0,1.0,12.0
450,0.2,8.0,1.0,12.0
450,0.2,8.0,1.0,12.0
450,0.2,8.0,1.0,12.0
450,0.16,8.0,1.0,12.0
250,0.08,8.0,1.0,12.0
450,0.17,8.0,1.0,12.0
450,0.16,8.0,1.0,12.0
450,0.2,8.0,1.0,12.0
450,0.2,8.0,1.0,12.0
340,0.17,8.0,0.970833,11.75
540,0.2,8.0,1.0,12.25
450,0.18,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.16,8.0,1.0,12.25
450,0.18,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.16,8.0,1.0,12.25
450,0.16,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.16,8.0,1.0,12.25
450,0.18,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.16,8.0,1.0,12.25
450,0.19,8.0,1.0,12.25
450,0.2,8.0,0.996875,12.0
450,0.18,8.0,1.0,12.5
450,0.18,8.0,1.0,12.5
350,0.11,8.0,1.0,12.5
350,0.11,8.0,1.0,12.5
450,0.2,8.0,1.0,12.5
500,0.17,8.0,1.0,12.5
540,0.19,8.0,1.0,12.5
450,0.18,8.0,1.0,12.5
450,0.18,8.0,1.0,12.5
490,0.2,8.0,1.0,12.5
450,0.2,8.0,1.0,12.5
450,0.19,8.0,1.0,12.5
450,0.2,8.0,1.0,12.5
450,0.18,8.0,1.0,12.5
450,0.2,8.0,0.994792,12.0
450,0.18,8.0,1.0,12.75
350,0.16,8.0,0.913438,12.0
450,0.2,8.0,0.95,12.25
450,0.19,8.0,0.997917,12.5
350,0.16,8.0,0.913438,12.0
