schedule,dose,vegfconc,vascular,time
270,0.12,8.0,1.0,11.0
580,0.2,8.0,1.0,12.5
630,0.2,8.0,1.0,13.0
650,0.2,8.0,1.0,13.25
650,0.2,8.0,1.0,13.25
630,0.2,8.0,1.0,13.25
650,0.2,8.0,1.0,13.25
650,0.2,8.0,1.0,13.25
3100,0.16,8.0,1.0,13.5
6650,0.15,8.0,1.0,13.5
680,0.2,8.0,1.0,13.5
680,0.2,8.0,1.0,13.5
650,0.19,8.0,1.0,13.5
680,0.2,8.0,1.0,13.5
580,0.2,8.0,1.0,13.75
3790,0.08,8.0,1.0,13.75
3100,0.1,8.0,1.0,13.75
3790,0.08,8.0,1.0,13.75
680,0.2,8.0,1.0,13.75
3100,0.1,8.0,1.0,13.75
3790,0.08,8.0,1.0,13.75
580,0.2,8.0,1.0,13.75
3790,0.08,8.0,1.0,13.75
580,0.2,8.0,1.0,13.75
680,0.2,8.0,1.0,13.75
6800,0.06,8.0,1.0,14.0
6800,0.06,8.0,1.0,14.0
6800,0.06,8.0,1.0,14.0
6800,0.06,8.0,1.0,14.0
6800,0.06,8.0,1.0,14.0
650,0.2,8.0,1.0,14.5
580,0.2,8.0,1.0,14.5
680,0.17,8.0,1.0,14.5
580,0.2,8.0,0.985417,14.25
850,0.2,8.0,1.0,14.75
650,0.15,8.0,1.0,14.75
650,0.19,8.0,1.0,14.75
650,0.2,8.0,1.0,14.75
650,0.19,8.0,1.0,14.75
680,0.2,8.0,1.0,14.75
650,0.2,8.0,1.0,14.75
850,0.2,8.0,1.0,14.75
580,0.2,8.0,0.973958,14.25
4890,0.04,8.0,1.0,15.0
3370,0.19,8.0,1.0,15.0
680,0.2,8.0,1.0,15.0
3370,0.19,8.0,1.0,15.0
850,0.2,8.0,1.0,15.0
850,0.2,8.0,1.0,15.0
850,0.2,8.0,1.0,15.0
4890,0.04,8.0,1.0,15.0
850,0.2,8.0,1.0,15.0
650,0.15,8.0,1.0,15.0
650,0.19,8.0,1.0,15.0
650,0.19,8.0,1.0,15.0
850,0.2,8.0,1.0,15.0
4890,0.04,8.0,1.0,15.0
3370,0.19,8.0,1.0,15.0
4890,0.04,8.0,1.0,15.0
580,0.2,8.0,0.936458,14.75
580,0.2,8.0,0.936458,14.75
850,0.2,8.0,1.0,15.25
850,0.2,8.0,1.0,15.25
950,0.2,8.0,1.0,15.25
680,0.2,8.0,1.0,15.25
850,0.2,8.0,1.0,15.25
950,0.2,8.0,1.0,15.5
950,0.2,8.0,1.0,15.5
680,0.2,8.0,1.0,15.5
680,0.17,8.0,1.0,15.5
650,0.19,8.0,1.0,15.5
950,0.16,8.0,1.0,15.5
950,0.2,8.0,1.0,15.5
650,0.19,8.0,1.0,15.5
680,0.17,8.0,1.0,15.5
950,0.2,8.0,1.0,15.75
950,0.2,8.0,1.0,15.75
940,0.19,8.0,1.0,15.75
950,0.2,8.0,1.0,15.75
580,0.16,8.0,1.0,15.75
650,0.19,8.0,1.0,15.75
650,0.12,8.0,1.0,15.75
950,0.2,8.0,1.0,15.75
4320,0.19,8.0,1.0,16.0
950,0.2,8.0,1.0,16.0
950,0.2,8.0,1.0,16.0
4320,0.19,8.0,1.0,16.0
940,0.19,8.0,1.0,16.0
650,0.15,8.0,1.0,16.25
950,0.2,8.0,1.0,16.25
4680,0.05,8.0,1.0,16.5
4800,0.04,8.0,1.0,16.5
4080,0.06,8.0,1.0,16.5
4800,0.04,8.0,1.0,16.5
4800,0.16,8.0,1.0,16.5
700,0.1,8.0,1.0,16.5
650,0.15,8.0,1.0,16.5
850,0.2,8.0,1.0,16.5
4800,0.16,8.0,1.0,16.5
680,0.11,8.0,1.0,16.75
