schedule,dose,vegfconc,vascular,time
230,0.18,8.0,1.0,8.75
230,0.18,8.0,1.0,8.75
230,0.18,8.0,1.0,8.75
400,0.2,8.0,1.0,10.5
350,0.2,8.0,0.997917,11.0
450,0.2,8.0,1.0,11.25
500,0.2,8.0,1.0,11.5
230,0.1,8.0,1.0,11.5
500,0.2,8.0,1.0,11.5
500,0.2,8.0,1.0,11.5
500,0.2,8.0,1.0,11.5
400,0.2,8.0,1.0,11.5
230,0.1,8.0,1.0,11.5
500,0.2,8.0,1.0,11.5
400,0.2,8.0,1.0,11.5
230,0.1,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
230,0.1,8.0,1.0,11.75
400,0.2,8.0,1.0,11.75
500,0.19,8.0,1.0,11.75
400,0.19,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
230,0.1,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
400,0.19,8.0,1.0,11.75
230,0.1,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
500,0.2,8.0,1.0,11.75
400,0.2,8.0,1.0,11.75
400,0.19,8.0,1.0,11.75
230,0.1,8.0,1.0,11.75
400,0.2,8.0,0.98125,11.5
400,0.2,8.0,0.98125,11.5
500,0.2,8.0,1.0,12.0
500,0.2,8.0,1.0,12.0
420,0.2,8.0,1.0,12.0
540,0.2,8.0,1.0,12.0
540,0.2,8.0,1.0,12.0
500,0.2,8.0,1.0,12.0
540,0.2,8.0,1.0,12.0
400,0.18,8.0,1.0,12.0
250,0.11,8.0,1.0,12.0
500,0.19,8.0,1.0,12.0
540,0.2,8.0,1.0,12.0
540,0.2,8.0,1.0,12.0
500,0.2,8.0,1.0,12.0
400,0.19,8.0,0.996875,11.75
400,0.19,8.0,0.996875,11.75
400,0.2,8.0,0.974008,11.5
500,0.17,8.0,1.0,12.25
540,0.2,8.0,1.0,12.25
500,0.18,8.0,1.0,12.25
550,0.2,8.0,1.0,12.25
550,0.2,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
500,0.18,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
540,0.2,8.0,1.0,12.25
500,0.18,8.0,1.0,12.25
500,0.18,8.0,1.0,12.25
450,0.2,8.0,1.0,12.25
540,0.2,8.0,1.0,12.25
500,0.18,8.0,1.0,12.25
540,0.2,8.0,1.0,12.25
500,0.18,8.0,1.0,12.25
500,0.18,8.0,1.0,12.25
230,0.1,8.0,0.997917,12.0
400,0.2,8.0,0.939583,11.75
400,0.2,8.0,0.939583,11.75
400,0.17,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
300,0.12,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
540,0.2,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
550,0.2,8.0,1.0,12.5
540,0.18,8.0,1.0,12.5
500,0.2,8.0,1.0,12.5
230,0.1,8.0,0.99064,12.0
400,0.18,8.0,0.99375,12.25
400,0.2,8.0,0.91875,11.75
500,0.2,8.0,1.0,12.75
420,0.2,8.0,0.912422,11.75
230,0.1,8.0,0.985443,12.0
400,0.17,8.0,0.99064,12.5
230,0.1,8.0,0.986458,12.25
500,0.2,8.0,1.0,12.75
540,0.18,8.0,1.0,12.75
500,0.2,8.0,1.0,12.75
500,0.2,8.0,1.0,12.75
500,0.2,8.0,1.0,12.75
500,0.2,8.0,1.0,12.75
500,0.2,8.0,1.0,12.75
