generation,schedule,dose,vegfconc,vascular,time,converged_at
1,5210,0.15,8.0,1.0,13.5,
2,5210,0.15,8.0,1.0,13.5,
2,350,0.14,8.0,0.909434,12.75,
3,350,0.18,8.0,1.0,10.5,
4,350,0.18,8.0,1.0,10.5,
5,350,0.18,8.0,1.0,10.5,
6,350,0.18,8.0,1.0,10.5,
7,350,0.18,8.0,1.0,10.5,
8,350,0.18,8.0,1.0,10.5,
8,350,0.18,8.0,1.0,10.5,
