schedule,dose,vegfconc,vascular,time
5090,0.2,8.0,1.0,12.0
5090,0.2,8.0,1.0,12.0
5550,0.05,8.0,1.0,14.0
5550,0.05,8.0,1.0,14.0
5550,0.05,8.0,1.0,14.0
5550,0.05,8.0,1.0,14.0
5550,0.05,8.0,1.0,14.0
5550,0.05,8.0,1.0,14.0
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5550,0.05,8.0,1.0,14.75
5090,0.05,8.0,1.0,15.5
5550,0.05,8.0,1.0,16.25
5550,0.05,8.0,1.0,16.25
5750,0.01,8.0,1.0,17.0
5090,0.2,8.0,1.0,17.25
5040,0.2,8.0,1.0,17.5
5090,0.05,8.0,1.0,17.5
