schedule,dose,vegfconc,vascular,time
3860,0.1,8.0,1.0,14.5
850,0.2,8.0,1.0,14.5
850,0.2,8.0,1.0,14.5
850,0.2,8.0,1.0,14.75
5120,0.14,8.0,1.0,15.5
5120,0.14,8.0,1.0,15.5
890,0.2,8.0,1.0,15.5
2150,0.01,8.0,1.0,16.0
2150,0.01,8.0,1.0,16.0
2150,0.01,8.0,1.0,16.0
3860,0.1,8.0,1.0,16.0
2150,0.01,8.0,1.0,16.0
5120,0.14,8.0,1.0,16.5
5120,0.14,8.0,1.0,16.5
4200,0.14,8.0,1.0,16.5
5120,0.14,8.0,1.0,16.5
4060,0.2,8.0,1.0,16.5
5120,0.14,8.0,1.0,16.5
4060,0.2,8.0,1.0,16.5
5120,0.14,8.0,1.0,16.5
4200,0.08,8.0,1.0,16.75
850,0.2,8.0,1.0,16.75
4200,0.08,8.0,1.0,16.75
850,0.2,8.0,1.0,16.75

