schedule,dose,vegfconc,vascular,time
730,0.2,8.0,1.0,14.0
930,0.2,8.0,1.0,14.25
570,0.14,8.0,1.0,14.5
570,0.14,8.0,1.0,14.5
570,0.14,8.0,1.0,14.5
570,0.19,8.0,1.0,14.5
730,0.19,8.0,1.0,14.5
680,0.2,8.0,1.0,14.75
1030,0.2,8.0,1.0,15.0
1030,0.2,8.0,1.0,15.0
930,0.19,8.0,1.0,15.25
930,0.19,8.0,1.0,15.25
930,0.19,8.0,1.0,15.5
930,0.19,8.0,1.0,15.5
930,0.19,8.0,1.0,15.5
930,0.19,8.0,1.0,16.0
930,0.19,8.0,1.0,16.0
930,0.19,8.0,1.0,16.0
4220,0.06,8.0,1.0,16.0
930,0.19,8.0,1.0,16.0
930,0.19,8.0,1.0,16.0
4220,0.06,8.0,1.0,16.0
930,0.19,8.0,1.0,16.0
930,0.19,8.0,1.0,16.0
