schedule,dose,vegfconc,vascular,time
630,0.7,8.0,0.89553,8.25
630,0.7,8.0,0.89553,8.25
630,0.7,8.0,0.89553,8.25
630,0.7,8.0,0.89553,8.25
630,0.58,8.0,0.996875,8.75
630,0.58,8.0,0.996875,8.75
630,0.58,8.0,0.996875,8.75
680,0.58,8.0,1.0,9.0
630,0.7,8.0,0.761619,8.25
630,0.7,8.0,0.761619,8.25
630,0.7,8.0,0.815347,8.5
680,0.7,8.0,0.992719,8.75
630,0.48,8.0,1.0,9.25
730,0.58,8.0,1.0,9.25
730,0.58,8.0,1.0,9.25
630,0.48,8.0,1.0,9.25
680,0.58,8.0,0.996875,9.0
630,0.58,8.0,0.976042,8.75
630,0.58,8.0,0.976042,8.75
680,0.58,8.0,0.997917,9.25
680,0.58,8.0,0.997917,9.25
680,0.58,8.0,0.997917,9.25
680,0.58,8.0,0.997917,9.25
680,0.58,8.0,0.997917,9.25
680,0.58,8.0,0.997917,9.25
680,0.58,8.0,0.997917,9.25
680,0.58,8.0,0.997917,9.25
730,0.58,8.0,1.0,9.5
730,0.58,8.0,1.0,9.5
530,0.35,8.0,1.0,9.5
630,0.47,8.0,1.0,9.5
530,0.35,8.0,1.0,9.5
730,0.58,8.0,1.0,9.5
730,0.58,8.0,1.0,9.5
680,0.58,8.0,0.985417,9.0
680,0.7,8.0,0.959455,8.75
680,0.58,8.0,0.995838,9.25
680,0.58,8.0,0.995838,9.25
680,0.58,8.0,0.995838,9.25
680,0.58,8.0,0.995838,9.25
840,0.7,8.0,1.0,9.75
680,0.48,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
480,0.29,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.48,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.48,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.48,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.48,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
680,0.48,8.0,1.0,9.75
680,0.47,8.0,1.0,9.75
630,0.58,8.0,0.912678,8.75
630,0.58,8.0,0.912678,8.75
630,0.47,8.0,0.9875,9.5
630,0.48,8.0,0.95625,9.25
680,0.48,8.0,0.997917,9.75
680,0.48,8.0,0.997917,9.75
680,0.48,8.0,0.997917,9.75
680,0.7,8.0,0.769772,9.0
680,0.58,8.0,0.972917,9.5
680,0.58,8.0,0.865642,9.25
680,0.47,8.0,0.995838,9.75
680,0.49,8.0,0.995838,9.75
680,0.48,8.0,0.995838,9.75
630,0.47,8.0,0.995838,9.75
630,0.47,8.0,0.995838,9.75
730,0.58,8.0,0.960417,9.5
630,0.58,8.0,0.815631,9.25
840,0.7,8.0,0.993759,9.75
630,0.48,8.0,0.95625,9.5
680,0.48,8.0,0.95625,10.0
630,0.41,8.0,0.95625,10.0
680,0.47,8.0,0.95625,10.0
680,0.48,8.0,0.948958,9.75
680,0.47,8.0,0.952266,10.0
630,0.48,8.0,0.871582,10.25
630,0.48,8.0,0.871582,10.25
680,0.41,8.0,0.86928,10.25
