generation,schedule,dose,vegfconc,vascular,time,converged_at
1,1170,1.01,8.0,0.463943,99999.0,
2,1170,1.01,8.0,0.463943,99999.0,
3,1170,1.0,8.0,0.763264,10.25,
4,1170,1.01,8.0,0.867461,10.25,
5,1170,1.0,8.0,0.954258,10.0,
5,1170,1.0,8.0,0.954258,10.0,
6,1170,1.0,8.0,0.954258,10.0,
6,1170,1.0,8.0,0.954258,10.0,
6,1170,1.0,8.0,0.954258,10.0,
7,1070,1.26,8.0,0.750723,9.5,
7,1140,1.01,8.0,1.0,9.75,
8,1070,1.26,8.0,0.750723,9.5,
8,1140,1.01,8.0,1.0,9.75,
8,1140,1.01,8.0,1.0,9.75,
9,1070,1.26,8.0,0.750723,9.5,
9,1140,1.01,8.0,1.0,9.75,
9,1140,1.01,8.0,1.0,9.75,
9,1140,1.01,8.0,1.0,9.75,
10,1070,1.26,8.0,0.750723,9.5,
10,1070,1.26,8.0,0.750723,9.5,
10,1140,1.01,8.0,1.0,9.75,
10,1140,1.01,8.0,1.0,9.75,
10,1140,1.01,8.0,1.0,9.75,
10,1140,1.01,8.0,1.0,9.75,
11,1140,1.01,8.0,1.0,9.75,
11,1140,1.01,8.0,1.0,9.75,
11,1140,1.01,8.0,1.0,9.75,
11,1140,1.01,8.0,1.0,9.75,
11,1120,1.28,8.0,0.943301,9.5,
12,1140,1.01,8.0,1.0,9.75,
12,1140,1.01,8.0,1.0,9.75,
12,1140,1.01,8.0,1.0,9.75,
12,1140,1.01,8.0,1.0,9.75,
12,1120,1.28,8.0,0.943301,9.5,
12,1120,1.28,8.0,0.943301,9.5,
13,1140,1.01,8.0,1.0,9.75,
13,1140,1.01,8.0,1.0,9.75,
13,1140,1.01,8.0,1.0,9.75,
13,1140,1.01,8.0,1.0,9.75,
13,1120,1.28,8.0,0.943301,9.5,
13,1120,1.28,8.0,0.943301,9.5,
13,1120,1.28,8.0,0.943301,9.5,
14,1140,1.01,8.0,1.0,9.75,
14,1140,1.01,8.0,1.0,9.75,
14,1140,1.01,8.0,1.0,9.75,
14,1140,1.01,8.0,1.0,9.75,
14,1140,1.01,8.0,1.0,9.75,
14,1140,1.01,8.0,1.0,9.75,
14,1140,1.01,8.0,1.0,9.75,
14,1120,1.28,8.0,0.943301,9.5,
14,1120,1.28,8.0,0.943301,9.5,
14,1120,1.28,8.0,0.943301,9.5,
14,1120,1.28,8.0,0.943301,9.5,
15,1140,1.01,8.0,1.0,9.75,
15,1140,1.01,8.0,1.0,9.75,
15,1140,1.01,8.0,1.0,9.75,
15,1140,1.01,8.0,1.0,9.75,
15,1140,1.01,8.0,1.0,9.75,
15,1140,1.01,8.0,1.0,9.75,
15,1140,1.01,8.0,1.0,9.75,
15,1120,1.01,8.0,1.0,9.75,
15,1120,1.28,8.0,0.943301,9.5,
15,1120,1.28,8.0,0.943301,9.5,
15,1120,1.28,8.0,0.943301,9.5,
15,1120,1.28,8.0,0.943301,9.5,
15,1120,1.28,8.0,0.943301,9.5,
16,1140,1.01,8.0,1.0,9.75,
16,1140,1.01,8.0,1.0,9.75,
16,1140,1.01,8.0,1.0,9.75,
16,1140,1.01,8.0,1.0,9.75,
16,1140,1.01,8.0,1.0,9.75,
16,1140,1.01,8.0,1.0,9.75,
16,1140,1.01,8.0,1.0,9.75,
16,1120,1.01,8.0,1.0,9.75,
16,1120,1.28,8.0,0.943301,9.5,
16,1120,1.28,8.0,0.943301,9.5,
16,1120,1.28,8.0,0.943301,9.5,
16,1120,1.28,8.0,0.943301,9.5,
16,1120,1.28,8.0,0.943301,9.5,
