generation,schedule,dose,vegfconc,vascular,time,converged_at
1,780,1.67,8.0,0.127802,99999.0,
2,840,0.47,8.0,0.494948,99999.0,
3,840,0.47,8.0,0.494948,99999.0,
4,680,0.58,8.0,0.997917,9.25,
5,680,0.58,8.0,0.997917,9.25,
5,630,0.7,8.0,0.761619,8.25,
6,680,0.58,8.0,0.997917,9.25,
6,630,0.7,8.0,0.761619,8.25,
7,680,0.58,8.0,0.997917,9.25,
7,630,0.7,8.0,0.761619,8.25,
7,840,0.7,8.0,1.0,9.75,
7,680,0.48,8.0,1.0,9.75,
8,680,0.58,8.0,0.997917,9.25,
8,680,0.58,8.0,0.997917,9.25,
8,840,0.7,8.0,1.0,9.75,
8,680,0.48,8.0,1.0,9.75,
8,680,0.47,8.0,1.0,9.75,
8,630,0.7,8.0,0.89553,8.25,
9,680,0.58,8.0,0.997917,9.25,
9,680,0.58,8.0,0.997917,9.25,
9,630,0.7,8.0,0.89553,8.25,
9,630,0.7,8.0,0.89553,8.25,
9,730,0.58,8.0,1.0,9.5,
9,680,0.58,8.0,0.985417,9.0,
10,680,0.58,8.0,0.997917,9.25,
10,680,0.58,8.0,0.997917,9.25,
10,680,0.58,8.0,0.997917,9.25,
10,630,0.7,8.0,0.89553,8.25,
10,630,0.7,8.0,0.89553,8.25,
10,730,0.58,8.0,1.0,9.5,
10,630,0.58,8.0,0.996875,8.75,
11,630,0.7,8.0,0.89553,8.25,
11,630,0.7,8.0,0.89553,8.25,
11,630,0.58,8.0,0.996875,8.75,
11,630,0.48,8.0,1.0,9.25,
12,630,0.7,8.0,0.89553,8.25,
12,630,0.7,8.0,0.89553,8.25,
12,630,0.58,8.0,0.996875,8.75,
12,630,0.48,8.0,1.0,9.25,
12,730,0.58,8.0,1.0,9.25,
13,630,0.7,8.0,0.89553,8.25,
13,630,0.7,8.0,0.89553,8.25,
13,630,0.7,8.0,0.89553,8.25,
13,630,0.7,8.0,0.89553,8.25,
13,630,0.58,8.0,0.996875,8.75,
13,630,0.48,8.0,1.0,9.25,
13,730,0.58,8.0,1.0,9.25,
13,730,0.58,8.0,1.0,9.25,
13,630,0.48,8.0,1.0,9.25,
14,630,0.7,8.0,0.89553,8.25,
14,630,0.7,8.0,0.89553,8.25,
14,630,0.7,8.0,0.89553,8.25,
14,630,0.7,8.0,0.89553,8.25,
14,630,0.58,8.0,0.996875,8.75,
14,630,0.58,8.0,0.996875,8.75,
14,630,0.48,8.0,1.0,9.25,
14,730,0.58,8.0,1.0,9.25,
14,730,0.58,8.0,1.0,9.25,
14,630,0.48,8.0,1.0,9.25,
15,630,0.7,8.0,0.89553,8.25,
15,630,0.7,8.0,0.89553,8.25,
15,630,0.7,8.0,0.89553,8.25,
15,630,0.7,8.0,0.89553,8.25,
15,630,0.58,8.0,0.996875,8.75,
15,630,0.58,8.0,0.996875,8.75,
15,630,0.48,8.0,1.0,9.25,
15,730,0.58,8.0,1.0,9.25,
15,730,0.58,8.0,1.0,9.25,
15,630,0.48,8.0,1.0,9.25,
16,630,0.7,8.0,0.89553,8.25,
16,630,0.7,8.0,0.89553,8.25,
16,630,0.7,8.0,0.89553,8.25,
16,630,0.7,8.0,0.89553,8.25,
16,630,0.58,8.0,0.996875,8.75,
16,630,0.58,8.0,0.996875,8.75,
16,630,0.58,8.0,0.996875,8.75,
16,680,0.58,8.0,1.0,9.0,
