schedule,dose,vegfconc,vascular,time
990,1.14,8.0,1.0,8.75
990,1.14,8.0,1.0,8.75
990,1.14,8.0,1.0,8.75
990,1.14,8.0,1.0,8.75
940,1.53,8.0,0.820859,8.0
1060,1.07,8.0,1.0,9.25
1090,1.14,8.0,1.0,9.25
1060,1.07,8.0,1.0,9.25
1060,1.07,8.0,1.0,9.25
1090,1.14,8.0,1.0,9.25
1090,1.14,8.0,1.0,9.25
1090,1.14,8.0,1.0,9.25
990,1.1,8.0,0.964583,9.0
990,1.37,8.0,0.819128,8.5
990,1.37,8.0,0.819128,8.5
990,1.37,8.0,0.819128,8.5
990,1.37,8.0,0.819128,8.5
540,0.38,8.0,1.0,9.5
540,0.38,8.0,1.0,9.5
540,0.38,8.0,1.0,9.5
540,0.38,8.0,1.0,9.5
540,0.38,8.0,1.0,9.5
540,0.38,8.0,1.0,9.5
540,0.38,8.0,1.0,9.5
540,0.38,8.0,1.0,9.5
990,1.1,8.0,0.989601,9.25
990,1.1,8.0,0.989601,9.25
990,1.1,8.0,0.989601,9.25
990,1.1,8.0,0.989601,9.25
990,1.07,8.0,0.989601,9.25
990,1.1,8.0,0.95625,9.0
990,1.37,8.0,0.810469,8.5
1140,1.07,8.0,1.0,9.75
1190,1.14,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1190,1.14,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1190,1.14,8.0,1.0,9.75
1140,1.11,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1190,1.14,8.0,1.0,9.75
1140,1.1,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1140,1.14,8.0,1.0,9.75
1190,1.08,8.0,1.0,9.75
1140,1.07,8.0,1.0,9.75
1190,1.14,8.0,1.0,9.75
1190,1.14,8.0,1.0,9.75
990,1.07,8.0,0.988561,9.25
1140,1.37,8.0,0.929356,9.0
1140,1.07,8.0,0.998958,9.75
1140,1.07,8.0,0.998958,9.75
1140,1.07,8.0,0.998958,9.75
1140,1.07,8.0,0.998958,9.75
1140,1.07,8.0,0.998958,9.75
1140,1.07,8.0,0.998958,9.75
990,1.07,8.0,0.982324,9.25
1140,1.07,8.0,0.997917,9.75
1140,1.37,8.0,0.963613,9.25
1140,1.18,8.0,0.995838,9.75
1140,1.18,8.0,0.995838,9.75
1140,1.18,8.0,0.995838,9.75
1140,1.18,8.0,0.995838,9.75
1140,1.18,8.0,0.995838,9.75
990,1.07,8.0,0.938542,9.25
1060,1.07,8.0,0.947285,9.5
1060,1.07,8.0,0.980245,9.75
1090,1.15,8.0,0.912678,9.25
1090,1.15,8.0,0.912678,9.25
990,0.89,8.0,0.971875,9.75
1140,1.37,8.0,0.910773,9.25
1060,1.1,8.0,0.97089,9.75
990,1.07,8.0,0.867901,9.25
990,1.07,8.0,0.867901,9.25
990,1.07,8.0,0.867901,9.25
990,1.07,8.0,0.867901,9.25
990,1.07,8.0,0.867901,9.25
990,1.07,8.0,0.907441,9.5
1140,1.07,8.0,0.95625,10.0
1060,0.89,8.0,0.95625,10.0
990,1.07,8.0,0.854564,9.25
990,1.07,8.0,0.854564,9.25
990,0.89,8.0,0.87457,9.75
990,0.89,8.0,0.87457,9.75
1140,1.07,8.0,0.954258,10.0
1060,0.89,8.0,0.954258,10.0
1060,0.89,8.0,0.954258,10.0
990,1.07,8.0,0.851094,9.25
1090,1.12,8.0,0.862005,9.75
1060,0.89,8.0,0.952266,10.0
1060,1.07,8.0,0.815664,9.5
1060,0.89,8.0,0.952266,10.0

