schedule,dose,vegfconc,vascular,time
1030,1.34,8.0,0.995838,8.75
1030,1.34,8.0,0.995838,8.75
1080,1.25,8.0,1.0,9.0
1080,1.25,8.0,1.0,9.0
1080,1.25,8.0,1.0,9.0
1080,1.25,8.0,1.0,9.0
1080,1.25,8.0,1.0,9.0
1030,1.34,8.0,0.992719,8.75
1300,1.28,8.0,1.0,9.75
1300,1.28,8.0,1.0,9.75
1300,1.28,8.0,1.0,9.75
1080,1.23,8.0,0.998958,9.25
1130,1.61,8.0,0.771504,9.0
1080,1.12,8.0,0.978125,9.25
1080,1.12,8.0,0.978125,9.25
1080,1.12,8.0,0.978125,9.25
1080,1.31,8.0,0.939705,9.25
1080,1.31,8.0,0.939705,9.25
1080,1.31,8.0,0.939705,9.25
1080,1.31,8.0,0.939705,9.25
1300,1.34,8.0,0.954167,9.75
1330,1.34,8.0,0.95625,10.0
1080,1.23,8.0,0.886955,9.5
1280,1.34,8.0,0.942708,9.75
1280,1.34,8.0,0.942708,9.75
1280,1.28,8.0,0.954258,10.0
1080,1.23,8.0,0.810469,9.5
1080,1.23,8.0,0.810469,9.5
1080,1.23,8.0,0.810469,9.5
1280,1.31,8.0,0.9375,9.75
1280,1.31,8.0,0.9375,9.75
1280,1.31,8.0,0.9375,9.75
1330,1.23,8.0,0.954167,10.0
1330,1.23,8.0,0.954167,10.0
1330,1.23,8.0,0.954167,10.0
1330,1.23,8.0,0.954167,10.0
1330,1.23,8.0,0.954167,10.0
1330,1.23,8.0,0.954167,10.0
1030,1.12,8.0,0.794883,9.5
1080,1.12,8.0,0.912678,9.75
1080,1.12,8.0,0.912678,9.75
1080,1.12,8.0,0.912678,9.75
1080,1.12,8.0,0.912678,9.75
1330,1.28,8.0,0.952266,10.0
1330,1.23,8.0,0.952266,10.0
1330,1.28,8.0,0.952266,10.0
1280,1.23,8.0,0.952266,10.0
1330,1.28,8.0,0.952266,10.0
1330,1.28,8.0,0.952266,10.0
1330,1.28,8.0,0.952266,10.0
1330,1.28,8.0,0.952266,10.0
1330,1.28,8.0,0.952266,10.0
1080,1.23,8.0,0.766309,9.5
1080,1.23,8.0,0.881543,9.75
1330,1.27,8.0,0.950273,10.0
1330,1.27,8.0,0.950273,10.0
1330,1.27,8.0,0.950273,10.0
1330,1.27,8.0,0.950273,10.0
1330,1.27,8.0,0.950273,10.0
1330,1.27,8.0,0.950273,10.0
1080,1.23,8.0,0.756784,9.5
1080,1.17,8.0,0.849275,9.75
1330,1.23,8.0,0.867461,10.25
1300,1.23,8.0,0.867461,10.25
1080,1.23,8.0,0.823815,9.75
1080,1.23,8.0,0.823815,9.75
1080,1.23,8.0,0.823815,9.75
1080,1.23,8.0,0.823815,9.75
1300,1.31,8.0,0.867205,10.25
1300,1.31,8.0,0.867205,10.25
1280,1.34,8.0,0.822591,10.0
1080,1.17,8.0,0.821087,9.75
1280,1.22,8.0,0.865642,10.25
1280,1.22,8.0,0.865642,10.25
1330,1.23,8.0,0.865642,10.25
1280,1.22,8.0,0.865642,10.25
1330,1.33,8.0,0.865642,10.25
1280,1.22,8.0,0.865642,10.25
1080,1.23,8.0,0.819269,9.75
1080,1.23,8.0,0.819269,9.75
1080,1.23,8.0,0.819269,9.75
1080,1.23,8.0,0.819269,9.75
1080,1.23,8.0,0.819269,9.75
1080,1.23,8.0,0.819269,9.75
1130,1.12,8.0,0.864733,10.25
1080,1.23,8.0,0.801083,9.75
1330,1.28,8.0,0.863824,10.25
1330,1.28,8.0,0.863824,10.25
1080,1.23,8.0,0.780169,9.75
1330,1.23,8.0,0.862005,10.25
1330,1.23,8.0,0.862005,10.25
1330,1.23,8.0,0.862005,10.25
1330,1.23,8.0,0.862005,10.25
1330,1.23,8.0,0.862005,10.25
1330,1.23,8.0,0.862005,10.25
1330,1.23,8.0,0.861762,10.25
1330,1.28,8.0,0.860187,10.25
1330,1.28,8.0,0.860187,10.25
1330,1.28,8.0,0.860187,10.25
1330,1.28,8.0,0.860187,10.25
