generation,schedule,dose,vegfconc,vascular,time,converged_at
1,1040,0.71,8.0,0.0348047,99999.0,
2,540,0.38,8.0,0.0357899,99999.0,
3,940,1.42,8.0,0.16349,99999.0,
4,1040,0.6,8.0,0.243733,99999.0,
5,1040,0.71,8.0,0.493494,99999.0,
6,540,0.38,8.0,1.0,9.5,
7,540,0.38,8.0,1.0,9.5,
8,540,0.38,8.0,1.0,9.5,
8,990,1.1,8.0,0.989601,9.25,
8,990,1.37,8.0,0.819128,8.5,
9,540,0.38,8.0,1.0,9.5,
9,990,1.1,8.0,0.989601,9.25,
9,990,1.37,8.0,0.819128,8.5,
10,540,0.38,8.0,1.0,9.5,
10,990,1.1,8.0,0.989601,9.25,
10,990,1.37,8.0,0.819128,8.5,
11,540,0.38,8.0,1.0,9.5,
11,990,1.1,8.0,0.989601,9.25,
11,990,1.37,8.0,0.819128,8.5,
11,990,1.37,8.0,0.819128,8.5,
12,540,0.38,8.0,1.0,9.5,
12,540,0.38,8.0,1.0,9.5,
12,540,0.38,8.0,1.0,9.5,
12,990,1.1,8.0,0.989601,9.25,
12,990,1.37,8.0,0.819128,8.5,
12,990,1.37,8.0,0.819128,8.5,
12,990,1.37,8.0,0.819128,8.5,
13,990,1.37,8.0,0.819128,8.5,
13,990,1.37,8.0,0.819128,8.5,
13,990,1.37,8.0,0.819128,8.5,
13,990,1.14,8.0,1.0,8.75,
14,990,1.37,8.0,0.819128,8.5,
14,990,1.37,8.0,0.819128,8.5,
14,990,1.37,8.0,0.819128,8.5,
14,990,1.37,8.0,0.819128,8.5,
14,990,1.14,8.0,1.0,8.75,
15,990,1.37,8.0,0.819128,8.5,
15,990,1.37,8.0,0.819128,8.5,
15,990,1.37,8.0,0.819128,8.5,
15,990,1.37,8.0,0.819128,8.5,
15,990,1.14,8.0,1.0,8.75,
15,990,1.14,8.0,1.0,8.75,
16,990,1.37,8.0,0.819128,8.5,
16,990,1.37,8.0,0.819128,8.5,
16,990,1.37,8.0,0.819128,8.5,
16,990,1.37,8.0,0.819128,8.5,
16,990,1.14,8.0,1.0,8.75,
16,990,1.14,8.0,1.0,8.75,
16,990,1.14,8.0,1.0,8.75,
17,990,1.37,8.0,0.819128,8.5,
17,990,1.37,8.0,0.819128,8.5,
17,990,1.37,8.0,0.819128,8.5,
17,990,1.37,8.0,0.819128,8.5,
17,990,1.14,8.0,1.0,8.75,
17,990,1.14,8.0,1.0,8.75,
17,990,1.14,8.0,1.0,8.75,
18,990,1.14,8.0,1.0,8.75,
18,990,1.14,8.0,1.0,8.75,
18,990,1.14,8.0,1.0,8.75,
18,990,1.14,8.0,1.0,8.75,
18,940,1.53,8.0,0.820859,8.0,
