schedule,dose,vegfconc,vascular,time
1140,1.01,8.0,1.0,9.75
1140,1.01,8.0,1.0,9.75
1140,1.01,8.0,1.0,9.75
1140,1.01,8.0,1.0,9.75
1140,1.01,8.0,1.0,9.75
1140,1.01,8.0,1.0,9.75
1140,1.01,8.0,1.0,9.75
1120,1.01,8.0,1.0,9.75
1120,1.28,8.0,0.943301,9.5
1120,1.28,8.0,0.943301,9.5
1120,1.28,8.0,0.943301,9.5
1120,1.28,8.0,0.943301,9.5
1120,1.28,8.0,0.943301,9.5
1120,1.26,8.0,0.996877,9.75
1120,1.28,8.0,0.932344,9.5
1120,1.28,8.0,0.932344,9.5
1120,1.11,8.0,0.995838,9.75
1070,1.26,8.0,0.856419,9.5
970,0.9,8.0,0.988561,9.75
970,0.9,8.0,0.988561,9.75
1070,1.26,8.0,0.750723,9.5
1070,1.26,8.0,0.750723,9.5
1170,1.01,8.0,0.95625,10.0
1170,1.01,8.0,0.95625,10.0
1120,1.08,8.0,0.910773,9.75
1170,1.0,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
1140,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1140,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.01,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
1140,1.01,8.0,0.954258,10.0
1170,1.0,8.0,0.954258,10.0
970,0.9,8.0,0.867461,9.75
970,0.9,8.0,0.867461,9.75
970,0.9,8.0,0.867461,9.75
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.0,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.0,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
1170,1.01,8.0,0.952266,10.0
970,0.95,8.0,0.863824,9.75
970,0.95,8.0,0.863824,9.75
1120,1.0,8.0,0.952179,10.0
1170,1.01,8.0,0.950191,10.0
1120,1.01,8.0,0.950191,10.0
1170,1.0,8.0,0.948203,10.0
1170,1.0,8.0,0.948203,10.0
1170,1.0,8.0,0.948203,10.0
1170,1.0,8.0,0.948203,10.0
940,0.79,8.0,0.918398,10.0
940,0.79,8.0,0.918398,10.0
1170,1.01,8.0,0.86928,10.25
1170,1.01,8.0,0.86928,10.25
1120,1.28,8.0,0.843032,10.0
1170,1.01,8.0,0.867461,10.25
940,0.79,8.0,0.817396,10.0
1170,1.01,8.0,0.867461,10.25
1170,1.01,8.0,0.867461,10.25
1170,1.01,8.0,0.867461,10.25
1170,1.0,8.0,0.867461,10.25
1170,1.0,8.0,0.867461,10.25
1190,1.01,8.0,0.867461,10.25
1170,1.01,8.0,0.867461,10.25
1170,1.01,8.0,0.867461,10.25
1170,1.0,8.0,0.867461,10.25
1170,1.01,8.0,0.867461,10.25
1190,1.0,8.0,0.867461,10.25
