generation,schedule,dose,vegfconc,vascular,time,converged_at
1,1440,0.19,8.0,1.0,16.75,
2,1240,0.2,8.0,1.0,16.5,
3,1440,0.19,8.0,1.0,15.75,
4,1440,0.19,8.0,1.0,15.75,
5,1440,0.19,8.0,1.0,15.75,
6,1440,0.19,8.0,1.0,15.75,
7,1440,0.19,8.0,1.0,15.75,
7,1440,0.19,8.0,1.0,15.75,


