generation,schedule,dose,vegfconc,vascular,time,converged_at
1,510,0.16,8.0,1.0,14.25,
2,510,0.16,8.0,1.0,14.25,
3,510,0.16,8.0,1.0,13.0,
4,510,0.16,8.0,1.0,12.75,
5,510,0.18,8.0,1.0,12.25,
6,510,0.18,8.0,1.0,12.25,
7,510,0.18,8.0,1.0,12.0,
8,510,0.18,8.0,1.0,12.0,
8,510,0.18,8.0,1.0,12.0,
8,510,0.18,8.0,1.0,12.0,
9,510,0.18,8.0,1.0,12.0,
9,510,0.18,8.0,1.0,12.0,
9,510,0.18,8.0,1.0,12.0,
10,510,0.18,8.0,1.0,12.0,
10,510,0.18,8.0,1.0,12.0,
10,510,0.18,8.0,1.0,12.0,
10,510,0.18,8.0,1.0,12.0,


